Indicator Name,"Indicator Code","Economy Name","Economy Code","2017 [YR2017]"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Tuvalu","TUV","0.9777"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Uganda","UGA","0.9562"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Ukraine","UKR","0.9922"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","United Arab Emirates","ARE","0.9919"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","United Kingdom","GBR","0.9961"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","United States","USA","0.994"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Uruguay","URY","0.9927"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Vanuatu","VUT","0.9755"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Vietnam","VNM","0.9827"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","West Bank and Gaza","PSE","0.9809"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Yemen, Rep.","YEM","0.9486"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Zambia","ZMB","0.9449"
"Probability of Survival to Age 5, Female","HD.HCI.MORT.FE","Zimbabwe","ZWE","0.9546"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Afghanistan","AFG","0.9282"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Albania","ALB","0.9905"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Algeria","DZA","0.9745"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Angola","AGO","0.9131"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Argentina","ARG","0.9887"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Armenia","ARM","0.986"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Australia","AUS","0.9962"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Austria","AUT","0.9961"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Azerbaijan","AZE","0.9746"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Bahrain","BHR","0.9924"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Bangladesh","BGD","0.9653"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Belgium","BEL","0.9958"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Benin","BEN","0.8963"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Bosnia and Herzegovina","BIH","0.9938"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Botswana","BWA","0.9591"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Brazil","BRA","0.9835"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Bulgaria","BGR","0.9918"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Burkina Faso","BFA","0.9147"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Burundi","BDI","0.9343"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Cambodia","KHM","0.9675"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Cameroon","CMR","0.9105"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Canada","CAN","0.9945"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Chad","TCD","0.8701"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Chile","CHL","0.992"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","China","CHN","0.9901"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Colombia","COL","0.9836"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Comoros","COM","0.9257"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Congo, Dem. Rep.","COD","0.9021"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Congo, Rep.","COG","0.9484"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Costa Rica","CRI","0.9902"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Cote d'Ivoire","CIV","0.9032"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Croatia","HRV","0.995"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Cyprus","CYP","0.9971"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Czech Republic","CZE","0.9963"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Denmark","DNK","0.9954"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Dominican Republic","DOM","0.9673"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Ecuador","ECU","0.9839"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Egypt, Arab Rep.","EGY","0.9766"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","El Salvador","SLV","0.9841"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Estonia","EST","0.997"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Eswatini","SWZ","0.9416"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Ethiopia","ETH","0.9355"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Finland","FIN","0.9975"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","France","FRA","0.9954"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Gabon","GAB","0.9472"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Gambia, The","GMB","0.9316"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Georgia","GEO","0.9879"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Germany","DEU","0.9959"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Ghana","GHA","0.9461"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Greece","GRC","0.9943"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Guatemala","GTM","0.9696"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Guinea","GIN","0.9092"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Guyana","GUY","0.9648"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Haiti","HTI","0.9227"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Honduras","HND","0.9798"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Hong Kong SAR, China","HKG","0.9901"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Hungary","HUN","0.9951"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Iceland","ISL","0.9977"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","India","IND","0.9615"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Indonesia","IDN","0.9717"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Iran, Islamic Rep.","IRN","0.9844"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Iraq","IRQ","0.9667"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Ireland","IRL","0.9961"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Israel","ISR","0.9962"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Italy","ITA","0.9964"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Jamaica","JAM","0.983"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Japan","JPN","0.9973"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Jordan","JOR","0.9821"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Kazakhstan","KAZ","0.9889"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Kenya","KEN","0.9505"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Kiribati","KIR","0.9408"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Korea, Rep.","KOR","0.9965"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Kosovo","XKX","0.983"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Kuwait","KWT","0.9913"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Kyrgyz Republic","KGZ","0.9778"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Lao PDR","LAO","0.9311"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Latvia","LVA","0.9955"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Lebanon","LBN","0.9918"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Lesotho","LSO","0.9073"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Liberia","LBR","0.9198"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Lithuania","LTU","0.9954"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Luxembourg","LUX","0.9972"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Macao SAR, China","MAC","0.9901"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Macedonia, FYR","MKD","0.9855"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Madagascar","MDG","0.9518"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Malawi","MWI","0.9398"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Malaysia","MYS","0.9915"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Mali","MLI","0.8887"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Malta","MLT","0.993"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Mauritania","MRT","0.9153"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Mauritius","MUS","0.9856"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Mexico","MEX","0.9853"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Moldova","MDA","0.9829"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Mongolia","MNG","0.9796"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Montenegro","MNE","0.9963"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Morocco","MAR","0.9744"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Mozambique","MOZ","0.9231"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Myanmar","MMR","0.947"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Namibia","NAM","0.9519"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Nepal","NPL","0.9642"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Netherlands","NLD","0.9957"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","New Zealand","NZL","0.9942"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Nicaragua","NIC","0.9808"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Niger","NER","0.912"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Nigeria","NGA","0.8939"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Norway","NOR","0.9972"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Oman","OMN","0.9876"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Pakistan","PAK","0.9217"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Panama","PAN","0.9821"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Papua New Guinea","PNG","0.9424"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Paraguay","PRY","0.9769"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Peru","PER","0.9836"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Philippines","PHL","0.9688"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Poland","POL","0.9948"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Portugal","PRT","0.9959"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Qatar","QAT","0.9918"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Romania","ROU","0.9914"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Russian Federation","RUS","0.9917"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Rwanda","RWA","0.9587"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Saudi Arabia","SAU","0.9923"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Senegal","SEN","0.9506"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Serbia","SRB","0.9938"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Seychelles","SYC","0.9847"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Sierra Leone","SLE","0.8837"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Singapore","SGP","0.9969"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Slovak Republic","SVK","0.9938"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Slovenia","SVN","0.9977"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Solomon Islands","SLB","0.9775"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","South Africa","ZAF","0.9591"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","South Sudan","SSD","0.8994"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Spain","ESP","0.9967"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Sri Lanka","LKA","0.9904"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Sudan","SDN","0.9317"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Sweden","SWE","0.9969"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Switzerland","CHE","0.9954"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Tajikistan","TJK","0.9628"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Tanzania","TZA","0.9424"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Thailand","THA","0.9895"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Timor-Leste","TLS","0.9485"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Togo","TGO","0.9214"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Tonga","TON","0.9858"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Trinidad and Tobago","TTO","0.9715"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Tunisia","TUN","0.9858"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Turkey","TUR","0.9877"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Tuvalu","TUV","0.9727"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Uganda","UGA","0.9462"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Ukraine","UKR","0.9903"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","United Arab Emirates","ARE","0.9899"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","United Kingdom","GBR","0.9953"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","United States","USA","0.9928"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Uruguay","URY","0.991"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Vanuatu","VUT","0.9708"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Vietnam","VNM","0.9758"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","West Bank and Gaza","PSE","0.9773"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Yemen, Rep.","YEM","0.9407"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Zambia","ZMB","0.9353"
"Probability of Survival to Age 5, Male","HD.HCI.MORT.MA","Zimbabwe","ZWE","0.945"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Afghanistan","AFG","0.7797"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Albania","ALB","0.9365"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Algeria","DZA","0.907"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Angola","AGO","0.7638"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Argentina","ARG","0.889"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Armenia","ARM","0.8815"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Australia","AUS","0.9484"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Austria","AUT","0.936"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Azerbaijan","AZE","0.8723"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Bahrain","BHR","0.9331"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Bangladesh","BGD","0.8748"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Belgium","BEL","0.9291"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Benin","BEN","0.7627"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Bosnia and Herzegovina","BIH","0.9063"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Botswana","BWA","0.7942"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Brazil","BRA","0.8594"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Bulgaria","BGR","0.8665"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Burkina Faso","BFA","0.7526"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Burundi","BDI","0.7142"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Cambodia","KHM","0.8332"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Cameroon","CMR","0.6709"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Canada","CAN","0.9408"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Chad","TCD","0.6423"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Chile","CHL","0.9141"
Survival Rate from Age 15-60,"HD.HCI.AMRT","China","CHN","0.9212"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Colombia","COL","0.8621"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Comoros","COM","0.7775"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Congo, Dem. Rep.","COD","0.7482"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Congo, Rep.","COG","0.7524"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Costa Rica","CRI","0.9172"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Cote d'Ivoire","CIV","0.6139"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Croatia","HRV","0.9085"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Cyprus","CYP","0.9503"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Czech Republic","CZE","0.9159"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Denmark","DNK","0.9313"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Dominican Republic","DOM","0.8407"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Ecuador","ECU","0.8792"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Egypt, Arab Rep.","EGY","0.8533"
Survival Rate from Age 15-60,"HD.HCI.AMRT","El Salvador","SLV","0.828"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Estonia","EST","0.8819"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Eswatini","SWZ","0.5884"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Ethiopia","ETH","0.7858"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Finland","FIN","0.9283"
Survival Rate from Age 15-60,"HD.HCI.AMRT","France","FRA","0.9256"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Gabon","GAB","0.7725"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Gambia, The","GMB","0.7446"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Georgia","GEO","0.8519"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Germany","DEU","0.9313"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Ghana","GHA","0.763"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Greece","GRC","0.9374"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Guatemala","GTM","0.8418"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Guinea","GIN","0.7501"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Guyana","GUY","0.7924"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Haiti","HTI","0.7627"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Honduras","HND","0.8565"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Hong Kong SAR, China","HKG","0.951"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Hungary","HUN","0.8677"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Iceland","ISL","0.9524"
Survival Rate from Age 15-60,"HD.HCI.AMRT","India","IND","0.8252"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Indonesia","IDN","0.8276"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Iran, Islamic Rep.","IRN","0.9209"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Iraq","IRQ","0.841"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Ireland","IRL","0.9456"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Israel","ISR","0.9485"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Italy","ITA","0.9504"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Jamaica","JAM","0.8699"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Japan","JPN","0.9448"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Jordan","JOR","0.8919"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Kazakhstan","KAZ","0.7965"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Kenya","KEN","0.787"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Kiribati","KIR","0.8067"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Korea, Rep.","KOR","0.9396"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Kosovo","XKX","0.906"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Kuwait","KWT","0.9225"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Kyrgyz Republic","KGZ","0.8236"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Lao PDR","LAO","0.8125"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Latvia","LVA","0.8461"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Lebanon","LBN","0.9409"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Lesotho","LSO","0.5015"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Liberia","LBR","0.7706"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Lithuania","LTU","0.833"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Luxembourg","LUX","0.9395"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Macao SAR, China","MAC","0.9592"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Macedonia, FYR","MKD","0.9051"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Madagascar","MDG","0.791"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Malawi","MWI","0.7278"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Malaysia","MYS","0.8793"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Mali","MLI","0.7426"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Malta","MLT","0.947"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Mauritania","MRT","0.7993"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Mauritius","MUS","0.8588"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Mexico","MEX","0.892"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Moldova","MDA","0.8331"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Mongolia","MNG","0.7912"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Montenegro","MNE","0.9072"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Morocco","MAR","0.9316"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Mozambique","MOZ","0.6937"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Myanmar","MMR","0.8081"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Namibia","NAM","0.7124"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Nepal","NPL","0.8544"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Netherlands","NLD","0.9444"
Survival Rate from Age 15-60,"HD.HCI.AMRT","New Zealand","NZL","0.9388"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Nicaragua","NIC","0.8569"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Niger","NER","0.758"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Nigeria","NGA","0.6519"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Norway","NOR","0.9443"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Oman","OMN","0.9068"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Pakistan","PAK","0.8414"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Panama","PAN","0.8877"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Papua New Guinea","PNG","0.7775"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Paraguay","PRY","0.8557"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Peru","PER","0.8791"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Philippines","PHL","0.8015"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Poland","POL","0.8865"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Portugal","PRT","0.9289"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Qatar","QAT","0.9405"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Romania","ROU","0.8688"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Russian Federation","RUS","0.784"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Rwanda","RWA","0.8081"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Saudi Arabia","SAU","0.9124"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Senegal","SEN","0.8193"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Serbia","SRB","0.8883"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Seychelles","SYC","0.8399"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Sierra Leone","SLE","0.6104"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Singapore","SGP","0.9503"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Slovak Republic","SVK","0.8919"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Slovenia","SVN","0.9306"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Solomon Islands","SLB","0.8586"
Survival Rate from Age 15-60,"HD.HCI.AMRT","South Africa","ZAF","0.6826"
Survival Rate from Age 15-60,"HD.HCI.AMRT","South Sudan","SSD","0.6836"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Spain","ESP","0.9445"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Sri Lanka","LKA","0.868"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Sudan","SDN","0.7818"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Sweden","SWE","0.9481"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Switzerland","CHE","0.9521"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Tajikistan","TJK","0.868"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Tanzania","TZA","0.7923"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Thailand","THA","0.8545"
Survival Rate from Age 15-60,"HD.HCI.AMRT","Timor-Leste","TLS","0.8544"
