Type,"Country Code","Series Code","Time Code","Description"
FootNote,"Sweden (SWE)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Sweden (SWE)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Eswatini (SWZ)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Eswatini (SWZ)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Eswatini (SWZ)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Eswatini (SWZ)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Eswatini (SWZ)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Eswatini (SWZ)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Eswatini (SWZ)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Eswatini (SWZ)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Eswatini (SWZ)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Eswatini (SWZ)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Eswatini (SWZ)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Eswatini (SWZ)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Eswatini (SWZ)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Seychelles (SYC)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Seychelles (SYC)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Seychelles (SYC)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Seychelles (SYC)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition."
FootNote,"Seychelles (SYC)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition."
FootNote,"Seychelles (SYC)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are not adjusted for repetition."
FootNote,"Seychelles (SYC)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: SACMEQ. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Seychelles (SYC)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Seychelles (SYC)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Seychelles (SYC)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Seychelles (SYC)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Chad (TCD)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Chad (TCD)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Chad (TCD)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Chad (TCD)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"Chad (TCD)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"Chad (TCD)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2013. Estimates are adjusted for repetition."
FootNote,"Chad (TCD)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Chad (TCD)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Chad (TCD)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Chad (TCD)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Chad (TCD)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Chad (TCD)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Chad (TCD)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"Chad (TCD)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"Chad (TCD)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2015."
FootNote,"Togo (TGO)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Togo (TGO)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Togo (TGO)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Togo (TGO)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Togo (TGO)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Togo (TGO)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Togo (TGO)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Togo (TGO)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Togo (TGO)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: PASEC. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Togo (TGO)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Togo (TGO)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Togo (TGO)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Togo (TGO)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Togo (TGO)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Togo (TGO)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2014."
FootNote,"Thailand (THA)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Thailand (THA)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Thailand (THA)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Thailand (THA)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Thailand (THA)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Thailand (THA)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Thailand (THA)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Thailand (THA)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Thailand (THA)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Thailand (THA)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Thailand (THA)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Thailand (THA)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Thailand (THA)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2016 from the Thailand Multiple Indicator Cluster Survey 2016."
FootNote,"Thailand (THA)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2016 from the Thailand Multiple Indicator Cluster Survey 2016."
FootNote,"Thailand (THA)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2016 from the Thailand Multiple Indicator Cluster Survey 2016."
FootNote,"Tajikistan (TJK)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tajikistan (TJK)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tajikistan (TJK)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tajikistan (TJK)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Tajikistan (TJK)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Tajikistan (TJK)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Tajikistan (TJK)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tajikistan (TJK)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tajikistan (TJK)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. Estimates are not nationally representative. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tajikistan (TJK)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tajikistan (TJK)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tajikistan (TJK)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tajikistan (TJK)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Tajikistan (TJK)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Tajikistan (TJK)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Timor-Leste (TLS)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Timor-Leste (TLS)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Timor-Leste (TLS)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Timor-Leste (TLS)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Timor-Leste (TLS)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Timor-Leste (TLS)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Timor-Leste (TLS)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Timor-Leste (TLS)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Timor-Leste (TLS)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2011 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Timor-Leste (TLS)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Timor-Leste (TLS)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Timor-Leste (TLS)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Timor-Leste (TLS)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2013."
FootNote,"Tonga (TON)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tonga (TON)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tonga (TON)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tonga (TON)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition."
FootNote,"Tonga (TON)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition."
FootNote,"Tonga (TON)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2014. Estimates are not adjusted for repetition."
FootNote,"Tonga (TON)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tonga (TON)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tonga (TON)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2014 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tonga (TON)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tonga (TON)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tonga (TON)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tonga (TON)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Trinidad and Tobago (TTO)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Trinidad and Tobago (TTO)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Trinidad and Tobago (TTO)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Trinidad and Tobago (TTO)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2010. Estimates are adjusted for repetition."
FootNote,"Trinidad and Tobago (TTO)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Trinidad and Tobago (TTO)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Trinidad and Tobago (TTO)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Trinidad and Tobago (TTO)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Trinidad and Tobago (TTO)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Trinidad and Tobago (TTO)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Trinidad and Tobago (TTO)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2011."
FootNote,"Tunisia (TUN)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tunisia (TUN)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tunisia (TUN)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tunisia (TUN)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Tunisia (TUN)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Tunisia (TUN)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2016. Estimates are adjusted for repetition."
FootNote,"Tunisia (TUN)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tunisia (TUN)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tunisia (TUN)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tunisia (TUN)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tunisia (TUN)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tunisia (TUN)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tunisia (TUN)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Tunisia (TUN)","Fraction of Children Under 5 Not Stunted, Female (HD.HCI.STNT.FE)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Tunisia (TUN)","Fraction of Children Under 5 Not Stunted, Male (HD.HCI.STNT.MA)","2017 (YR2017)","Estimates based on data for 2012."
FootNote,"Turkey (TUR)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Turkey (TUR)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Turkey (TUR)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Turkey (TUR)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Turkey (TUR)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Turkey (TUR)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are adjusted for repetition."
FootNote,"Turkey (TUR)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Turkey (TUR)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Turkey (TUR)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2015 from the testing program: PISA+TIMSS/PIRLS. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Turkey (TUR)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Turkey (TUR)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Turkey (TUR)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Turkey (TUR)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2013."
FootNote,"Tuvalu (TUV)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2015. Estimates are not adjusted for repetition."
FootNote,"Tuvalu (TUV)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tuvalu (TUV)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tuvalu (TUV)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2016 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tuvalu (TUV)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tuvalu (TUV)","Probability of Survival to Age 5, Female (HD.HCI.MORT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tuvalu (TUV)","Probability of Survival to Age 5, Male (HD.HCI.MORT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tuvalu (TUV)","Fraction of Children Under 5 Not Stunted (HD.HCI.STNT)","2017 (YR2017)","Estimates based on data for 2007."
FootNote,"Tanzania (TZA)","Survival Rate from Age 15-60 (HD.HCI.AMRT)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tanzania (TZA)","Survival Rate from Age 15-60, Female (HD.HCI.AMRT.FE)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tanzania (TZA)","Survival Rate from Age 15-60, Male (HD.HCI.AMRT.MA)","2017 (YR2017)","Estimates based on data for 2017."
FootNote,"Tanzania (TZA)","Expected Years of School (HD.HCI.EYRS)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Tanzania (TZA)","Expected Years of School, Female (HD.HCI.EYRS.FE)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Tanzania (TZA)","Expected Years of School, Male (HD.HCI.EYRS.MA)","2017 (YR2017)","Estimates based on primary enrollment data for 2017. Estimates are adjusted for repetition."
FootNote,"Tanzania (TZA)","Harmonized Test Scores (HD.HCI.HLOS)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tanzania (TZA)","Harmonized Test Scores, Female (HD.HCI.HLOS.FE)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tanzania (TZA)","Harmonized Test Scores, Male (HD.HCI.HLOS.MA)","2017 (YR2017)","Estimates based on data for 2013 from the testing program: EGRA. For details on testing programs, please refer to the metadata for Harmonized Test Scores."
FootNote,"Tanzania (TZA)","Probability of Survival to Age 5 (HD.HCI.MORT)","2017 (YR2017)","Estimates based on data for 2017."
